image,caption
1174525839_7c1e6cfa86.jpg#1,A girl leaps into the air while standing by the ocean .
1174525839_7c1e6cfa86.jpg#2,"A young , long-haired , girl on the beach , is jumping in the air ."
1174525839_7c1e6cfa86.jpg#3,The girl is running into the ocean from the shore .
1174525839_7c1e6cfa86.jpg#4,The girls is jumping into the air on the beach .
1176580356_9810d877bf.jpg#0,A big dog catches a ball on his nose
1176580356_9810d877bf.jpg#1,A brown and black dog is jumping to catch a red ball .
1176580356_9810d877bf.jpg#2,A brown and black dog jumps for a red ball .
1176580356_9810d877bf.jpg#3,Dog jumps to get orange ball on his head .
1176580356_9810d877bf.jpg#4,The brown and black dog is jumping up to catch a red ball .
1177994172_10d143cb8d.jpg#0,"Two blonde boys , one in a camouflage shirt and the other in blue , are having a water fight ."
1177994172_10d143cb8d.jpg#1,Two boys are squirting water guns at each other .
1177994172_10d143cb8d.jpg#2,Two boys spraying each other with water
1177994172_10d143cb8d.jpg#3,Two children wearing jeans squirt water at each other .
1177994172_10d143cb8d.jpg#4,Two young boys are squirting water at each other .
118187095_d422383c81.jpg#0,Parents are pushing little children in red car carts .
118187095_d422383c81.jpg#1,twin boys being pushed in small car shaped strollers in a parade
118187095_d422383c81.jpg#2,Twin toddlers dressed alike being pushed in plastic car strollers in a parade
118187095_d422383c81.jpg#3,Two children ride in toy cars .
118187095_d422383c81.jpg#4,Two kids being pushed in car shaped strollers in a parade .
118309463_a532b75be9.jpg#0,A boys baseball team wear their uniforms .
118309463_a532b75be9.jpg#1,A small boy smiles as he stands with others wearing the same black hats .
118309463_a532b75be9.jpg#2,Children sporting their Florida Dolphin caps .
118309463_a532b75be9.jpg#3,The boys are all wearing the same baseball hats .
118309463_a532b75be9.jpg#4,Three boys wearing Florida Marlins hats .
1187435567_18173c148b.jpg#0,A small brown and black dog
1187435567_18173c148b.jpg#1,A small brown and black dog playing with a toy
1187435567_18173c148b.jpg#2,A small dog plays with a toy on top of a white blanket .
1187435567_18173c148b.jpg#3,"A small , shaggy dog playing with a toy on a blanket ."
1187435567_18173c148b.jpg#4,Terrier dog playing with toy on blanket
1187593464_ce862352c6.jpg#0,A big tan dog runs on grass with a big stick in his mouth .
1187593464_ce862352c6.jpg#1,A dog running across a grassy field with a stick in its mouth .
1187593464_ce862352c6.jpg#2,A dog running with a stick in his mouth
1187593464_ce862352c6.jpg#3,A dog runs toward the camera with a stick in its mouth .
1187593464_ce862352c6.jpg#4,The dog carrying a long stick in its mouth .
1191338263_a4fa073154.jpg#0,A little old lady sitting next to an advertisement .
1191338263_a4fa073154.jpg#1,An Asian woman waiting at an underground train stop .
1191338263_a4fa073154.jpg#2,An old woman sits in a transit station next to a backlit advertisement .
1191338263_a4fa073154.jpg#3,A woman sits in a subway station .
1191338263_a4fa073154.jpg#4,"A woman with an umbrella is sitting at a station , with an Aquos commercial on the wall ."
1197800988_7fb0ca4888.jpg#0,a person sits at a table behind a tree .
1197800988_7fb0ca4888.jpg#1,A person wearing a purple jacket stands behind a tall tree .
1197800988_7fb0ca4888.jpg#2,A woman in a purple jacket is eating a snack at a table behind the tree .
1197800988_7fb0ca4888.jpg#3,A woman sits at a picnic table eating with luggage .
1197800988_7fb0ca4888.jpg#4,People eat under green trees .
1198194316_543cc7b945.jpg#0,a couple walking along on a sidewalk
1198194316_543cc7b945.jpg#1,A man and a woman walk outside .
1198194316_543cc7b945.jpg#2,A man and woman standing in front of a refreshment stand
1198194316_543cc7b945.jpg#3,A man in a black shirt and jeans walks beside a woman in black pants and a flowery shirt in front of a refreshment stand with others walking nearby .
1198194316_543cc7b945.jpg#4,A woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them .
1206506157_c7956accd5.jpg#0,Dogs fight in grass over toy .
1206506157_c7956accd5.jpg#1,"On grass , two brown dogs tussle for orange toy ."
1206506157_c7956accd5.jpg#2,Two dogs are playing rough in a green field of grass .
1206506157_c7956accd5.jpg#3,Two dogs play with an orange toy in tall grass .
1206506157_c7956accd5.jpg#4,Two large brown dogs are playing in the grass .
121971540_0a986ee176.jpg#0,two men cleaning the outside windows of a yacht
121971540_0a986ee176.jpg#1,Two men climb the side of a boat .
121971540_0a986ee176.jpg#2,Two men on the side of a barge
121971540_0a986ee176.jpg#3,Two people outside cleaning windows while on a ledge of a boat .
121971540_0a986ee176.jpg#4,Two people stand on the side of a large white and red boat .
1220401002_3f44b1f3f7.jpg#0,Two children are laughing in the grass .
1220401002_3f44b1f3f7.jpg#1,Two girls laughing outside in a yard .
1220401002_3f44b1f3f7.jpg#2,Two girls standing on grass face each other .
1220401002_3f44b1f3f7.jpg#3,Two young girls are playing and laughing in a green grassy yard .
1220401002_3f44b1f3f7.jpg#4,Two young girls playing together .
1222322358_225067636e.jpg#0,A boy in a red and white shirt is on a swing .
1222322358_225067636e.jpg#1,A child looking back on a fast moving swing .
1222322358_225067636e.jpg#2,A litlle boy playing on a swing
1222322358_225067636e.jpg#3,A young boy in orange and white swings in a playground at a park .
1222322358_225067636e.jpg#4,A young boy plays on a swing .
1229756013_94663527d7.jpg#0,A brown dog jumping in the air on a brown plain .
1229756013_94663527d7.jpg#1,A brown dog jumping into the air to catch a ball .
1229756013_94663527d7.jpg#2,A brown dog leaping to catch a ball .
1229756013_94663527d7.jpg#3,A coppery dog leaps to catch a ball .
1229756013_94663527d7.jpg#4,A dog leaps into the air in a grassy field surrounded by trees .
1231229740_8dcbf80bfb.jpg#0,A child in gray clothes is sleeping on a red cushion .
1231229740_8dcbf80bfb.jpg#1,A little boy has fallen asleep on a miniature sofa and a pacifier in his mouth .
1231229740_8dcbf80bfb.jpg#2,A sleeping child sucking on a pacifier .
1231229740_8dcbf80bfb.jpg#3,A toddler wearing a pacifier is sleeping on a red blanket with a teddy bear at his side .
1231229740_8dcbf80bfb.jpg#4,a young baby sucking a Binky asleep in a chair .
1235681222_819231767a.jpg#0,A person in a blue shirt sits behind two people sitting on a wood bench .
1235681222_819231767a.jpg#1,People sit on benches .
1235681222_819231767a.jpg#2,People sitting on benches in a public area .
1235681222_819231767a.jpg#3,Three people sit on wood benches set on white and orange tile .
1235681222_819231767a.jpg#4,Three people sit waiting in a lobby .
123889082_d3751e0350.jpg#0,A brown dog biting a gray dogs ear .
123889082_d3751e0350.jpg#1,Brown dog biting a grey dogs ear .
123889082_d3751e0350.jpg#2,"Tan dog on grass with mouth open , about to bite gray dog 's ear ."
123889082_d3751e0350.jpg#3,Two dogs are playing in a grassy field ; one dog is biting the ear of the other dog .
123889082_d3751e0350.jpg#4,Two dogs are playing together on green grass .
1240297429_c36ae0c58f.jpg#0,A dog in a number six jersey is running through a field .
1240297429_c36ae0c58f.jpg#1,A dog is leaping through the grass .
1240297429_c36ae0c58f.jpg#2,A dog is wearing a red number 6 and running through a field of green grass while being chased by a bird .
1240297429_c36ae0c58f.jpg#3,A white and tan dog leaps through the air .
1240297429_c36ae0c58f.jpg#4,The dog in a vest leaps in the air and there is a bird flying .
1244140539_da4804d828.jpg#0,A black and brown dog is laying on a white shaggy carpet .
1244140539_da4804d828.jpg#1,A brown and black dog is laying on a shaggy rug .
1244140539_da4804d828.jpg#2,a small brown and black dog lying down in a furry rug .
1244140539_da4804d828.jpg#3,A small dog is sitting on white carpet .
1244140539_da4804d828.jpg#4,A small dog shakes its head on a white shag carpet .
1247181182_35cabd76f3.jpg#0,a man sits on a rock .
1247181182_35cabd76f3.jpg#1,A man sitting on a cliff in the mountains .
1247181182_35cabd76f3.jpg#2,A man wearing a blue shirt crouches on a rocky cliff .
1247181182_35cabd76f3.jpg#3,A person posing on a mountaintop .
1247181182_35cabd76f3.jpg#4,The man is sitting at the top of a rocky mountain .
124881487_36e668145d.jpg#0,A man on bicycle riding down a rocky hill .
124881487_36e668145d.jpg#1,A man rides his dirt bike down a rocky trail .
124881487_36e668145d.jpg#2,A person rides a bike down a rocky hill .
124881487_36e668145d.jpg#3,Blurry picture of mountain biker descending rocky trail .
124881487_36e668145d.jpg#4,The mountain biker in blue rides down a rocky path .
1248940539_46d33ed487.jpg#0,Three children are playing in sand near to the beach .
1248940539_46d33ed487.jpg#1,Three children playing in sand at beach
1248940539_46d33ed487.jpg#2,Three girls play in the sand .
1248940539_46d33ed487.jpg#3,"Three little blond girls , two in blue , one in pink , play on a sunny beach ."
1248940539_46d33ed487.jpg#4,Three young girls dance on the beach in the sand .
124972799_de706b6d0b.jpg#0,A cat under the bench hissing with a dog growling and trying to get it .
124972799_de706b6d0b.jpg#1,A dog toys with a cat hiding under a bench .
124972799_de706b6d0b.jpg#2,A snarling brown and black dog corners a brown long-haired cat under a wooden bench .
124972799_de706b6d0b.jpg#3,A snarling dog approaches a hissing cat .
124972799_de706b6d0b.jpg#4,Black and brown dog growling at brown cat hiding under wooden bench .
1251558317_4ef844b775.jpg#0,An adult and a child sitting on a police motorcycle .
1251558317_4ef844b775.jpg#1,A woman and a child are sitting on a motorized police vehicle .
1251558317_4ef844b775.jpg#2,A woman and a young boy sit on a police motorcycle and smile for the camera .
1251558317_4ef844b775.jpg#3,A woman and boy sit on a police motorcycle .
1251558317_4ef844b775.jpg#4,A woman and little boy sits on a police motorcycle .
1252396628_eb81d3905b.jpg#0,A man in a red biker suit on a red dirt bike going down a muddy road .
1252396628_eb81d3905b.jpg#1,a man in a red outfit is riding a red motorbike uphill on a motocross circuit .
1252396628_eb81d3905b.jpg#2,A man in red riding gear riding a dirt bike down a path
1252396628_eb81d3905b.jpg#3,A man riding a dirt bike up a muddy hill .
1252396628_eb81d3905b.jpg#4,A motorcycle racer in a red jumpsuit and helmet rides up a dirt hill .
125319704_49ead3463c.jpg#0,Person standing beside bike in stream .
125319704_49ead3463c.jpg#1,Two bicyclists pose by a stream for a picture .
125319704_49ead3463c.jpg#2,two biker walk across the ground .
125319704_49ead3463c.jpg#3,Two off road bikers stopped in a creek .
125319704_49ead3463c.jpg#4,"Two people , in bike gear , stand with bicycles near a rocky waterbed ."
1258913059_07c613f7ff.jpg#0,A couple of people sit outdoors at a table with an umbrella and talk .
1258913059_07c613f7ff.jpg#1,Three people are sitting at an outside picnic bench with an umbrella .
1258913059_07c613f7ff.jpg#2,Three people sit at an outdoor cafe .
1258913059_07c613f7ff.jpg#3,Three people sit at an outdoor table in front of a building painted like the Union Jack .
1258913059_07c613f7ff.jpg#4,Three people sit at a picnic table outside of a building painted like a union jack .
1259936608_e3f0064f23.jpg#0,A little girl with arms outstretched plays with others at a sprinkler park .
1259936608_e3f0064f23.jpg#1,Children play in a water fountain .
1259936608_e3f0064f23.jpg#2,Children playing in public waterspouts .
1259936608_e3f0064f23.jpg#3,"The two young girls , one wearing a skirt and the other wearing shorts , are playing in a bubbling fountain ."
1259936608_e3f0064f23.jpg#4,Two kids playing in a fountain at a water park .
1260816604_570fc35836.jpg#0,A person drives in a red car .
1260816604_570fc35836.jpg#1,"A person in a red car , with a bridge in the background ."
1260816604_570fc35836.jpg#2,A person waits inside a red compact car .
1260816604_570fc35836.jpg#3,A red car driving over a bridge .
1260816604_570fc35836.jpg#4,The lady in the red car is crossing the bridge .
1263126002_881ebd7ac9.jpg#0,A baby girl is attempting to climb out of her green crib
1263126002_881ebd7ac9.jpg#1,A baby in pigtails tries to climb out of their playpen .
1263126002_881ebd7ac9.jpg#2,A female toddler in pigtails is trying to climb out of a green and white playpen .
1263126002_881ebd7ac9.jpg#3,A toddler is in a green playpen .
1263126002_881ebd7ac9.jpg#4,Baby with blonde pigtails in yellow room attempting to climb out of green playpen .
1263801010_5c74bf1715.jpg#0,A man in a red jacket looking out over snow-covered mountains .
1263801010_5c74bf1715.jpg#1,A man in red snow gear looks at an expanse of snow and mountains .
1263801010_5c74bf1715.jpg#2,"A person in a red and black ski outfit is looking over a snowy , mountainous landscape ."
1263801010_5c74bf1715.jpg#3,A person in a red coat looking out at a snowy landscape .
1263801010_5c74bf1715.jpg#4,View from the summit
1267711451_e2a754b4f8.jpg#0,A black and white dog carrying a large stick
1267711451_e2a754b4f8.jpg#1,A black and white dog is carrying a stick in its mouth .
1267711451_e2a754b4f8.jpg#2,a black and white dog walking through the grass with a long stick in his mouth .
1267711451_e2a754b4f8.jpg#3,a dog holds a stick in its mouth .
1267711451_e2a754b4f8.jpg#4,A dog trots across the ground with a large stick in his mouth .
1271210445_7f7ecf3791.jpg#0,girls seated at table with a candle covered with lit candles
